Serial,Code,Product Name (Arabic),Product Name (english),Description (Arabic),Description (English),Category (Arabic),Category (English),Net Cost Value,Cost Price,Net,Case Net,In Stock
262,6.28705E+12,عشبة الحباسه,Al Habasah Herb,"عشبة الحباسه من البذور الطبيعية عالية الجودة، غنية بالعناصر الغذائية والفيتامينات المفيدة للصحة.","عشبة الحباسه are high-quality natural seeds, rich in nutrients and vitamins beneficial for health.",البذور,Seeds,0,0,11,11,0
263,8.69258E+12,مسحوق توت رايز 300جم,Rise Berry Powder 300g,"مسحوق توت رايز 300جم من الأعشاب الطبيعية عالية الجودة، تستخدم في الطب الشعبي والتقليدي لفوائدها الصحية المتعددة.",مسحوق توت رايز 300جم is a high-quality natural herb used in traditional and folk medicine for its multiple health benefits.,الأعشاب الطبيعية,Natural Herbs,0,0,6,6,0
264,8.69258E+12,مسحوق رمان رايز 300جم,Rise Pomegranate Powder 300g,"مسحوق رمان رايز 300جم من الأعشاب الطبيعية عالية الجودة، تستخدم في الطب الشعبي والتقليدي لفوائدها الصحية المتعددة.",مسحوق رمان رايز 300جم is a high-quality natural herb used in traditional and folk medicine for its multiple health benefits.,الأعشاب الطبيعية,Natural Herbs,0,0,6,6,0
265,1260,مزيل عرق بودرة اقحوان,Chrysanthemum Deodorant Powder,"مزيل عرق بودرة اقحوان من الأعشاب الطبيعية عالية الجودة، تستخدم في الطب الشعبي والتقليدي لفوائدها الصحية المتعددة.",مزيل عرق بودرة اقحوان is a high-quality natural herb used in traditional and folk medicine for its multiple health benefits.,الأعشاب الطبيعية,Natural Herbs,154.7765,9.1045,17,17,0
266,6.28702E+12,ماء الورد باللبان الذكر,Rose Water with Male Frankincense,"ماء الورد باللبان الذكر من الأعشاب الطبيعية عالية الجودة، تستخدم في الطب الشعبي والتقليدي لفوائدها الصحية المتعددة.",ماء الورد باللبان الذكر is a high-quality natural herb used in traditional and folk medicine for its multiple health benefits.,الأعشاب الطبيعية,Natural Herbs,0,0,6,6,0
267,6.28702E+12,صابونة اوراق السدر طه,Taha Sidr Leaves Soap,"صابونة اوراق السدر طه صابون طبيعي مصنوع من مكونات عضوية، ينظف البشرة بلطف ويحافظ على رطوبتها.","صابونة اوراق السدر طه is a natural soap made from organic ingredients, gently cleanses skin while maintaining moisture.",الصابون الطبيعي,Natural Soaps,0,0,6,6,0
268,8.05803E+12,كريم كاب توب 150مل,Cab Top Cream 150ml,"كريم كاب توب 150مل منتج تجميلي طبيعي آمن للاستخدام اليومي، يعتني ببشرتك بطريقة صحية وطبيعية.","كريم كاب توب 150مل is a natural cosmetic product safe for daily use, caring for your skin in a healthy and natural way.",مستحضرات التجميل,Cosmetics & Beauty,0,0,6,6,0
269,8.01962E+12,كريم كاب سنفره اصلي 500جم,Original Cab Scrub Cream 500g,"كريم كاب سنفره اصلي 500جم منتج تجميلي طبيعي آمن للاستخدام اليومي، يعتني ببشرتك بطريقة صحية وطبيعية.","كريم كاب سنفره اصلي 500جم is a natural cosmetic product safe for daily use, caring for your skin in a healthy and natural way.",مستحضرات التجميل,Cosmetics & Beauty,0,0,6,6,0
270,6281248,حلاوه شهرزار نواعم 500جم,Shahrazad Nawaem Halawa 500g,"حلاوه شهرزار نواعم 500جم من الأعشاب الطبيعية عالية الجودة، تستخدم في الطب الشعبي والتقليدي لفوائدها الصحية المتعددة.",حلاوه شهرزار نواعم 500جم is a high-quality natural herb used in traditional and folk medicine for its multiple health benefits.,الأعشاب الطبيعية,Natural Herbs,0,0,5,5,0
271,6.28101E+12,فازلين اصلي 100مل,Original Vaseline 100ml,"فازلين اصلي 100مل من الأعشاب الطبيعية عالية الجودة، تستخدم في الطب الشعبي والتقليدي لفوائدها الصحية المتعددة.",فازلين اصلي 100مل is a high-quality natural herb used in traditional and folk medicine for its multiple health benefits.,الأعشاب الطبيعية,Natural Herbs,0,0,6,6,0
272,6.28101E+12,فازلين اصلي 50مل,Original Vaseline 50ml,"فازلين اصلي 50مل من الأعشاب الطبيعية عالية الجودة، تستخدم في الطب الشعبي والتقليدي لفوائدها الصحية المتعددة.",فازلين اصلي 50مل is a high-quality natural herb used in traditional and folk medicine for its multiple health benefits.,الأعشاب الطبيعية,Natural Herbs,0,0,6,6,0
273,8.80933E+12,دهان موف اصلي100مل,Original Moov Balm 100ml,"دهان موف اصلي100مل من الأعشاب الطبيعية عالية الجودة، تستخدم في الطب الشعبي والتقليدي لفوائدها الصحية المتعددة.",دهان موف اصلي100مل is a high-quality natural herb used in traditional and folk medicine for its multiple health benefits.,الأعشاب الطبيعية,Natural Herbs,0,0,6,6,0
274,8.6901E+12,كريم مساج الحبه السوداء 150مل,Black Seed Massage Cream 150ml,"كريم مساج الحبه السوداء 150مل منتج تجميلي طبيعي آمن للاستخدام اليومي، يعتني ببشرتك بطريقة صحية وطبيعية.","كريم مساج الحبه السوداء 150مل is a natural cosmetic product safe for daily use, caring for your skin in a healthy and natural way.",مستحضرات التجميل,Cosmetics & Beauty,75,6.25,12,12,0
275,8.88812E+12,كريم مساج ابو فاس 150مل,Abu Fas Massage Cream 150ml,"كريم مساج ابو فاس 150مل منتج تجميلي طبيعي آمن للاستخدام اليومي، يعتني ببشرتك بطريقة صحية وطبيعية.","كريم مساج ابو فاس 150مل is a natural cosmetic product safe for daily use, caring for your skin in a healthy and natural way.",مستحضرات التجميل,Cosmetics & Beauty,0,0,6,6,0
276,8.6901E+12,كريم مساج اوميفا 150مل,Omeva Massage Cream 150ml,"كريم مساج اوميفا 150مل منتج تجميلي طبيعي آمن للاستخدام اليومي، يعتني ببشرتك بطريقة صحية وطبيعية.","كريم مساج اوميفا 150مل is a natural cosmetic product safe for daily use, caring for your skin in a healthy and natural way.",مستحضرات التجميل,Cosmetics & Beauty,0,0,6,6,0
277,6.94318E+12,كريم الشاي اصلي 300مل,Original Tea Cream 300ml,"كريم الشاي اصلي 300مل منتج تجميلي طبيعي آمن للاستخدام اليومي، يعتني ببشرتك بطريقة صحية وطبيعية.","كريم الشاي اصلي 300مل is a natural cosmetic product safe for daily use, caring for your skin in a healthy and natural way.",مستحضرات التجميل,Cosmetics & Beauty,0,0,6,6,0
278,8.90101E+12,لصقة ظهر جونسون,Johnson Back Patch,"لصقة ظهر جونسون من الأعشاب الطبيعية عالية الجودة، تستخدم في الطب الشعبي والتقليدي لفوائدها الصحية المتعددة.",لصقة ظهر جونسون is a high-quality natural herb used in traditional and folk medicine for its multiple health benefits.,الأعشاب الطبيعية,Natural Herbs,0,0,72,72,0
279,6.2852E+12,وصفة الرومي,Al Roumi Recipe,"وصفة الرومي من الأعشاب الطبيعية عالية الجودة، تستخدم في الطب الشعبي والتقليدي لفوائدها الصحية المتعددة.",وصفة الرومي is a high-quality natural herb used in traditional and folk medicine for its multiple health benefits.,الأعشاب الطبيعية,Natural Herbs,405,22.5,18,18,0
280,1000167,زيت قرنفل 9مل,Clove Oil 9ml,"زيت قرنفل 9مل زيت طبيعي نقي 100%، يستخدم للعناية بالبشرة والشعر وله خصائص علاجية وتجميلية.",Oil قرنفل 9مل is a 100% pure natural oil used for skin and hair care with therapeutic and cosmetic properties.,الزيوت الطبيعية,Natural Oils,0,0,8,8,0
281,6.9212E+12,جل الصبار 300مل اصلي,Original Aloe Vera Gel 300ml,"جل الصبار 300مل اصلي من الأعشاب الطبيعية عالية الجودة، تستخدم في الطب الشعبي والتقليدي لفوائدها الصحية المتعددة.",جل الصبار 300مل اصلي is a high-quality natural herb used in traditional and folk medicine for its multiple health benefits.,الأعشاب الطبيعية,Natural Herbs,0,0,6,6,0
282,8.68141E+12,مسحوق شراب بطعم الفواكه 300جم فيولا,Viola Fruit Flavored Drink Powder 300g,"مسحوق شراب بطعم الفواكه 300جم فيولا من الأعشاب الطبيعية عالية الجودة، تستخدم في الطب الشعبي والتقليدي لفوائدها الصحية المتعددة.",مسحوق شراب بطعم الفواكه 300جم فيولا is a high-quality natural herb used in traditional and folk medicine for its multiple health benefits.,الأعشاب الطبيعية,Natural Herbs,0,0,6,6,0
283,6.9212E+12,جل الصبار 92 اصلي 300مل,Original Aloe Vera 92 Gel 300ml,"جل الصبار 92 اصلي 300مل من الأعشاب الطبيعية عالية الجودة، تستخدم في الطب الشعبي والتقليدي لفوائدها الصحية المتعددة.",جل الصبار 92 اصلي 300مل is a high-quality natural herb used in traditional and folk medicine for its multiple health benefits.,الأعشاب الطبيعية,Natural Herbs,0,0,6,6,0
284,8.8571E+12,مزيل عرق جريس 70جم,Grace Deodorant 70g,"مزيل عرق جريس 70جم من الأعشاب الطبيعية عالية الجودة، تستخدم في الطب الشعبي والتقليدي لفوائدها الصحية المتعددة.",مزيل عرق جريس 70جم is a high-quality natural herb used in traditional and folk medicine for its multiple health benefits.,الأعشاب الطبيعية,Natural Herbs,0,0,6,6,0
285,8.80933E+12,دهان موف 50 مل اصلي,Original Moov Balm 50ml,"دهان موف 50 مل اصلي من الأعشاب الطبيعية عالية الجودة، تستخدم في الطب الشعبي والتقليدي لفوائدها الصحية المتعددة.",دهان موف 50 مل اصلي is a high-quality natural herb used in traditional and folk medicine for its multiple health benefits.,الأعشاب الطبيعية,Natural Herbs,0,0,6,6,0
286,33200194705,مزيل عرق همر 73جم (بودر),Hammer Deodorant Powder 73g,"مزيل عرق همر 73جم (بودر) من الأعشاب الطبيعية عالية الجودة، تستخدم في الطب الشعبي والتقليدي لفوائدها الصحية المتعددة.",مزيل عرق همر 73جم بودر is a high-quality natural herb used in traditional and folk medicine for its multiple health benefits.,الأعشاب الطبيعية,Natural Herbs,0,0,6,6,0
287,33200197249,مزيل عرق همر 73جم (جل),Hammer Deodorant Gel 73g,"مزيل عرق همر 73جم (جل) من الأعشاب الطبيعية عالية الجودة، تستخدم في الطب الشعبي والتقليدي لفوائدها الصحية المتعددة.",مزيل عرق همر 73جم جل is a high-quality natural herb used in traditional and folk medicine for its multiple health benefits.,الأعشاب الطبيعية,Natural Herbs,0,0,6,6,0
288,1000168,صابون غار الوزير 140جم,Al Wazir Laurel Soap 140g,"صابون غار الوزير 140جم صابون طبيعي مصنوع من مكونات عضوية، ينظف البشرة بلطف ويحافظ على رطوبتها.","Soap غار الوزير 140جم is a natural soap made from organic ingredients, gently cleanses skin while maintaining moisture.",الصابون الطبيعي,Natural Soaps,0,0,6,6,0
289,7.99439E+11,شامبو صبغ سينما بالارجان 420مل بني غامق,Cinema Argan Hair Dye Shampoo 420ml Dark Brown,"شامبو صبغ سينما بالارجان 420مل بني غامق منتج تجميلي طبيعي آمن للاستخدام اليومي، يعتني ببشرتك بطريقة صحية وطبيعية.","شامبو صبغ سينما بالارجان 420مل بني غامق is a natural cosmetic product safe for daily use, caring for your skin in a healthy and natural way.",مستحضرات التجميل,Cosmetics & Beauty,0,0,6,6,0
290,7.99439E+11,شامبو صبغ ناتشرال 400مل بني غامق,Natural Hair Dye Shampoo 400ml Dark Brown,"شامبو صبغ ناتشرال 400مل بني غامق منتج تجميلي طبيعي آمن للاستخدام اليومي، يعتني ببشرتك بطريقة صحية وطبيعية.","شامبو صبغ ناتشرال 400مل بني غامق is a natural cosmetic product safe for daily use, caring for your skin in a healthy and natural way.",مستحضرات التجميل,Cosmetics & Beauty,0,0,6,6,0
291,6.9773E+12,شامبو صبغ ابل برو ماكس,Apple Pro Max Dye Shampoo,"شامبو صبغ ابل برو ماكس منتج تجميلي طبيعي آمن للاستخدام اليومي، يعتني ببشرتك بطريقة صحية وطبيعية.","شامبو صبغ ابل برو ماكس is a natural cosmetic product safe for daily use, caring for your skin in a healthy and natural way.",مستحضرات التجميل,Cosmetics & Beauty,0,0,6,6,0
292,1000169,شاي مغربي,Moroccan Tea,"شاي مغربي مشروب طبيعي منعش ولذيذ، يحضر بطريقة تقليدية ويتميز بفوائده الصحية.","شاي مغربي is a refreshing and delicious natural beverage, prepared traditionally with health benefits.",المشروبات,Beverages,0,0,3,3,0
293,9.77123E+12,زيت القطران للشعر,Tar Oil for Hair,"زيت القطران للشعر زيت طبيعي نقي 100%، يستخدم للعناية بالبشرة والشعر وله خصائص علاجية وتجميلية.",Oil القطران للشعر is a 100% pure natural oil used for skin and hair care with therapeutic and cosmetic properties.,الزيوت الطبيعية,Natural Oils,0,0,6,6,0
294,8.908E+12,زيت كيشافار دهني للشعر 25مل,Keshavardhini Hair Oil 25ml,"زيت كيشافار دهني للشعر 25مل زيت طبيعي نقي 100%، يستخدم للعناية بالبشرة والشعر وله خصائص علاجية وتجميلية.",Oil كيشافار دهني للشعر 25مل is a 100% pure natural oil used for skin and hair care with therapeutic and cosmetic properties.,الزيوت الطبيعية,Natural Oils,0,0,6,6,0
295,1000170,زيت جنين القمح ( بارد ),Cold Pressed Wheat Germ Oil,"زيت جنين القمح ( بارد ) زيت طبيعي نقي 100%، يستخدم للعناية بالبشرة والشعر وله خصائص علاجية وتجميلية.",Oil جنين القمح بارد is a 100% pure natural oil used for skin and hair care with therapeutic and cosmetic properties.,الزيوت الطبيعية,Natural Oils,0,0,5,5,0
296,1000171,زيت جوز هند شراب ( بارد ),Cold Pressed Drinkable Coconut Oil,"زيت جوز هند شراب ( بارد ) زيت طبيعي نقي 100%، يستخدم للعناية بالبشرة والشعر وله خصائص علاجية وتجميلية.",Oil جوز هند شراب بارد is a 100% pure natural oil used for skin and hair care with therapeutic and cosmetic properties.,الزيوت الطبيعية,Natural Oils,0,0,4.8,4.8,0
297,1000172,زيت حبة البركه ( بارد ),Cold Pressed Black Seed Oil,"زيت حبة البركه ( بارد ) زيت طبيعي نقي 100%، يستخدم للعناية بالبشرة والشعر وله خصائص علاجية وتجميلية.",Oil حبة البركه بارد is a 100% pure natural oil used for skin and hair care with therapeutic and cosmetic properties.,الزيوت الطبيعية,Natural Oils,0,0,5,5,0
298,1000173,زيت حبة البركه ( شراب ) ( بارد ),Cold Pressed Drinkable Black Seed Oil,"زيت حبة البركه ( شراب ) ( بارد ) زيت طبيعي نقي 100%، يستخدم للعناية بالبشرة والشعر وله خصائص علاجية وتجميلية.",Oil حبة البركه شراب بارد is a 100% pure natural oil used for skin and hair care with therapeutic and cosmetic properties.,الزيوت الطبيعية,Natural Oils,0,0,5,5,0
299,1000174,زيت الارغان ( بارد ),Cold Pressed Argan Oil,"زيت الارغان ( بارد ) زيت طبيعي نقي 100%، يستخدم للعناية بالبشرة والشعر وله خصائص علاجية وتجميلية.",Oil الارغان بارد is a 100% pure natural oil used for skin and hair care with therapeutic and cosmetic properties.,الزيوت الطبيعية,Natural Oils,0,0,5,5,0
300,1000175,زيت الخروع ( بارد ),Cold Pressed Castor Oil,"زيت الخروع ( بارد ) زيت طبيعي نقي 100%، يستخدم للعناية بالبشرة والشعر وله خصائص علاجية وتجميلية.",Oil الخروع بارد is a 100% pure natural oil used for skin and hair care with therapeutic and cosmetic properties.,الزيوت الطبيعية,Natural Oils,0,0,4.7,4.7,0
301,1000176,زيت الشاي ( بارد ),Cold Pressed Tea Oil,"زيت الشاي ( بارد ) زيت طبيعي نقي 100%، يستخدم للعناية بالبشرة والشعر وله خصائص علاجية وتجميلية.",Oil الشاي بارد is a 100% pure natural oil used for skin and hair care with therapeutic and cosmetic properties.,الزيوت الطبيعية,Natural Oils,0,0,5,5,0
302,1000177,زيت الكافور ( بارد ),Cold Pressed Camphor Oil,"زيت الكافور ( بارد ) زيت طبيعي نقي 100%، يستخدم للعناية بالبشرة والشعر وله خصائص علاجية وتجميلية.",Oil الكافور بارد is a 100% pure natural oil used for skin and hair care with therapeutic and cosmetic properties.,الزيوت الطبيعية,Natural Oils,0,0,4.9,4.9,0
303,1000178,زيت اللوز الحلو ( بارد ),Cold Pressed Sweet Almond Oil,"زيت اللوز الحلو ( بارد ) زيت طبيعي نقي 100%، يستخدم للعناية بالبشرة والشعر وله خصائص علاجية وتجميلية.",Oil اللوز الحلو بارد is a 100% pure natural oil used for skin and hair care with therapeutic and cosmetic properties.,الزيوت الطبيعية,Natural Oils,0,0,5,5,0
304,1000179,زيت اللوز المر ( بارد ),Cold Pressed Bitter Almond Oil,"زيت اللوز المر ( بارد ) زيت طبيعي نقي 100%، يستخدم للعناية بالبشرة والشعر وله خصائص علاجية وتجميلية.",Oil اللوز المر بارد is a 100% pure natural oil used for skin and hair care with therapeutic and cosmetic properties.,الزيوت الطبيعية,Natural Oils,0,0,5,5,0
305,1000180,زيت المحلب ( بارد ),Cold Pressed Mahlab Oil,"زيت المحلب ( بارد ) زيت طبيعي نقي 100%، يستخدم للعناية بالبشرة والشعر وله خصائص علاجية وتجميلية.",Oil المحلب بارد is a 100% pure natural oil used for skin and hair care with therapeutic and cosmetic properties.,الزيوت الطبيعية,Natural Oils,0,0,5,5,0
306,1000181,زيت النعناع ( بارد ),Cold Pressed Mint Oil,"زيت النعناع ( بارد ) زيت طبيعي نقي 100%، يستخدم للعناية بالبشرة والشعر وله خصائص علاجية وتجميلية.",Oil النعناع بارد is a 100% pure natural oil used for skin and hair care with therapeutic and cosmetic properties.,الزيوت الطبيعية,Natural Oils,0,0,4.9,4.9,0
307,1000182,زيت جوجوبا ( بارد ),Cold Pressed Jojoba Oil,"زيت جوجوبا ( بارد ) زيت طبيعي نقي 100%، يستخدم للعناية بالبشرة والشعر وله خصائص علاجية وتجميلية.",Oil جوجوبا بارد is a 100% pure natural oil used for skin and hair care with therapeutic and cosmetic properties.,الزيوت الطبيعية,Natural Oils,0,0,4.9,4.9,0
308,1000183,زيت اكليل الجبل ( بارد ),Cold Pressed Rosemary Oil,"زيت اكليل الجبل ( بارد ) زيت طبيعي نقي 100%، يستخدم للعناية بالبشرة والشعر وله خصائص علاجية وتجميلية.",Oil اكليل الجبل بارد is a 100% pure natural oil used for skin and hair care with therapeutic and cosmetic properties.,الزيوت الطبيعية,Natural Oils,0,0,5,5,0
309,1000184,زيت البرافين ( بارد ),Cold Pressed Paraffin Oil,"زيت البرافين ( بارد ) زيت طبيعي نقي 100%، يستخدم للعناية بالبشرة والشعر وله خصائص علاجية وتجميلية.",Oil البرافين بارد is a 100% pure natural oil used for skin and hair care with therapeutic and cosmetic properties.,الزيوت الطبيعية,Natural Oils,0,0,0,0,0
310,1000185,زيت جوز هند ( بارد ),Cold Pressed Coconut Oil,"زيت جوز هند ( بارد ) زيت طبيعي نقي 100%، يستخدم للعناية بالبشرة والشعر وله خصائص علاجية وتجميلية.",Oil جوز هند بارد is a 100% pure natural oil used for skin and hair care with therapeutic and cosmetic properties.,الزيوت الطبيعية,Natural Oils,0,0,5,5,0
311,1000186,زيت لافندر ( بارد ),Cold Pressed Lavender Oil,"زيت لافندر ( بارد ) زيت طبيعي نقي 100%، يستخدم للعناية بالبشرة والشعر وله خصائص علاجية وتجميلية.",Oil Lavender بارد is a 100% pure natural oil used for skin and hair care with therapeutic and cosmetic properties.,الزيوت الطبيعية,Natural Oils,0,0,5,5,0
312,1000187,زيت الجرجير ( بارد ),Cold Pressed Arugula Oil,"زيت الجرجير ( بارد ) زيت طبيعي نقي 100%، يستخدم للعناية بالبشرة والشعر وله خصائص علاجية وتجميلية.",Oil الجرجير بارد is a 100% pure natural oil used for skin and hair care with therapeutic and cosmetic properties.,الزيوت الطبيعية,Natural Oils,0,0,5,5,0
313,1000188,زيت الخروع ( شراب ) ( بارد ),Cold Pressed Drinkable Castor Oil 2,"زيت الخروع ( شراب ) ( بارد ) زيت طبيعي نقي 100%، يستخدم للعناية بالبشرة والشعر وله خصائص علاجية وتجميلية.",Oil الخروع شراب بارد is a 100% pure natural oil used for skin and hair care with therapeutic and cosmetic properties.,الزيوت الطبيعية,Natural Oils,0,0,5,5,0
314,1000189,زيت الريحان ( بارد ),Cold Pressed Basil Oil,"زيت الريحان ( بارد ) زيت طبيعي نقي 100%، يستخدم للعناية بالبشرة والشعر وله خصائص علاجية وتجميلية.",Oil الريحان بارد is a 100% pure natural oil used for skin and hair care with therapeutic and cosmetic properties.,الزيوت الطبيعية,Natural Oils,0,0,5,5,0
315,1000190,زيت الورد ( بارد ),Cold Pressed Rose Oil,"زيت الورد ( بارد ) زيت طبيعي نقي 100%، يستخدم للعناية بالبشرة والشعر وله خصائص علاجية وتجميلية.",Oil الورد بارد is a 100% pure natural oil used for skin and hair care with therapeutic and cosmetic properties.,الزيوت الطبيعية,Natural Oils,0,0,5,5,0
316,1000191,زيت بذور الكتان ( بارد ),Cold Pressed Flaxseed Oil,"زيت بذور الكتان ( بارد ) زيت طبيعي نقي 100%، يستخدم للعناية بالبشرة والشعر وله خصائص علاجية وتجميلية.",Oil Seeds الكتان بارد is a 100% pure natural oil used for skin and hair care with therapeutic and cosmetic properties.,الزيوت الطبيعية,Natural Oils,0,0,5,5,0
317,1000192,زيت سمسم يمني ( بارد ),Cold Pressed Yemeni Sesame Oil,"زيت سمسم يمني ( بارد ) زيت طبيعي نقي 100%، يستخدم للعناية بالبشرة والشعر وله خصائص علاجية وتجميلية.",Oil سمسم Yemeni بارد is a 100% pure natural oil used for skin and hair care with therapeutic and cosmetic properties.,الزيوت الطبيعية,Natural Oils,0,0,5,5,0
318,6.11126E+12,كازا دم غزال ترطيب الشعر والبشره 8جم,Casa Gazelle Blood Hair and Skin Moisturizer 8g,"كازا دم غزال ترطيب الشعر والبشره 8جم من الأعشاب الطبيعية عالية الجودة، تستخدم في الطب الشعبي والتقليدي لفوائدها الصحية المتعددة.",كازا دم غزال ترطيب الشعر والبشره 8جم is a high-quality natural herb used in traditional and folk medicine for its multiple health benefits.,الأعشاب الطبيعية,Natural Herbs,0,0,12,12,0
319,6.11126E+12,كازا تفتيح وازالة تصبغات البشره 8جم,Casa Skin Lightening and Pigmentation Removal 8g,"كازا تفتيح وازالة تصبغات البشره 8جم من الأعشاب الطبيعية عالية الجودة، تستخدم في الطب الشعبي والتقليدي لفوائدها الصحية المتعددة.",كازا تفتيح وازالة تصبغات البشره 8جم is a high-quality natural herb used in traditional and folk medicine for its multiple health benefits.,الأعشاب الطبيعية,Natural Herbs,0,0,12,12,0
320,6.28704E+12,بيوتي كريم كعب الهوانم 175جم بالعكر الفارسي,Beauty Heel Cream with Persian Aker Fassi 175g,"بيوتي كريم كعب الهوانم 175جم بالعكر الفارسي منتج تجميلي طبيعي آمن للاستخدام اليومي، يعتني ببشرتك بطريقة صحية وطبيعية.","بيوتي كريم كعب الهوانم 175جم بالعكر الفارسي is a natural cosmetic product safe for daily use, caring for your skin in a healthy and natural way.",مستحضرات التجميل,Cosmetics & Beauty,0,0,6,6,0
321,9.5572E+12,مرهم سلوان الاصلي مسكن للالم,Original Salwan Pain Relief Ointment,"مرهم سلوان الاصلي مسكن للالم بخور عطري فاخر برائحة زكية ومميزة، يضفي أجواء من الراحة والاسترخاء.","مرهم سلوان الاصلي مسكن للالم is a luxurious aromatic incense with a distinctive fragrance, creating an atmosphere of comfort and relaxation.",البخور والعطور,Incense & Fragrances,0,0,6,6,0
322,4.80001E+12,زيت مساج افكسنت 100مل,Efficent Massage Oil 100ml,"زيت مساج افكسنت 100مل زيت طبيعي نقي 100%، يستخدم للعناية بالبشرة والشعر وله خصائص علاجية وتجميلية.",Oil مساج افكسنت 100مل is a 100% pure natural oil used for skin and hair care with therapeutic and cosmetic properties.,الزيوت الطبيعية,Natural Oils,0,0,9,9,0
323,6.53872E+11,ملح الهملايا الزهري الناعم 500جم,Fine Pink Himalayan Salt 500g,"ملح الهملايا الزهري الناعم 500جم من الأعشاب الطبيعية عالية الجودة، تستخدم في الطب الشعبي والتقليدي لفوائدها الصحية المتعددة.",ملح الهملايا الزهري الناعم 500جم is a high-quality natural herb used in traditional and folk medicine for its multiple health benefits.,الأعشاب الطبيعية,Natural Herbs,0,0,12,12,0
324,6.53872E+11,محلي ستيفا عضوي100جم,Organic Stevia Sweetener 100g,"محلي ستيفا عضوي100جم من الأعشاب الطبيعية عالية الجودة، تستخدم في الطب الشعبي والتقليدي لفوائدها الصحية المتعددة.",محلي ستيفا عضوي100جم is a high-quality natural herb used in traditional and folk medicine for its multiple health benefits.,الأعشاب الطبيعية,Natural Herbs,0,0,5,5,0
325,6.53871E+11,دقيق اللوز الطبيعي 500جم (زادنا),Zadna Natural Almond Flour 500g,"دقيق اللوز الطبيعي 500جم (زادنا) من الأعشاب الطبيعية عالية الجودة، تستخدم في الطب الشعبي والتقليدي لفوائدها الصحية المتعددة.",دقيق اللوز الطبيعي 500جم زادنا is a high-quality natural herb used in traditional and folk medicine for its multiple health benefits.,الأعشاب الطبيعية,Natural Herbs,0,0,12,12,0
326,6.53872E+11,خل التفاح العضوى (زادنا-ايطاليا),Zadna Organic Apple Cider Vinegar (Italy),"خل التفاح العضوى (زادنا-ايطاليا) من الأعشاب الطبيعية عالية الجودة، تستخدم في الطب الشعبي والتقليدي لفوائدها الصحية المتعددة.",خل التفاح العضوى زادنا-ايطاليا is a high-quality natural herb used in traditional and folk medicine for its multiple health benefits.,الأعشاب الطبيعية,Natural Herbs,0,0,12,12,0
327,6.53871E+11,شاي ماتشا العضوي 100جم (زادنا),Zadna Organic Matcha Tea 100g,"شاي ماتشا العضوي 100جم (زادنا) مشروب طبيعي منعش ولذيذ، يحضر بطريقة تقليدية ويتميز بفوائده الصحية.","شاي ماتشا العضوي 100جم زادنا is a refreshing and delicious natural beverage, prepared traditionally with health benefits.",المشروبات,Beverages,0,0,12,12,0
328,6.53998E+11,شاي ماتشا العضوي 50جم (زادنا),Zadna Organic Matcha Tea 50g,"شاي ماتشا العضوي 50جم (زادنا) مشروب طبيعي منعش ولذيذ، يحضر بطريقة تقليدية ويتميز بفوائده الصحية.","شاي ماتشا العضوي 50جم زادنا is a refreshing and delicious natural beverage, prepared traditionally with health benefits.",المشروبات,Beverages,0,0,12,12,0
329,6.53998E+11,يانسون عضوي 200جم (زادنا),Zadna Organic Anise 200g,"يانسون عضوي 200جم (زادنا) من الأعشاب الطبيعية عالية الجودة، تستخدم في الطب الشعبي والتقليدي لفوائدها الصحية المتعددة.",يانسون عضوي 200جم زادنا is a high-quality natural herb used in traditional and folk medicine for its multiple health benefits.,الأعشاب الطبيعية,Natural Herbs,0,0,12,12,0
330,6.53871E+11,مسحوق كركم عضوى 250جم (زادنا),Zadna Organic Turmeric Powder 250g,"مسحوق كركم عضوى 250جم (زادنا) من التوابل الفاخرة، يضيف نكهة مميزة للأطعمة ويتميز بفوائده الصحية المتعددة.",مسحوق Turmeric عضوى 250جم زادنا is a premium spice that adds distinctive flavor to foods and has multiple health benefits.,التوابل,Spices,0,0,11,11,0
331,6.53998E+11,حبة البركه عضوى 250جم (زادنا),Zadna Organic Black Seed 250g,"حبة البركه عضوى 250جم (زادنا) من البذور الطبيعية عالية الجودة، غنية بالعناصر الغذائية والفيتامينات المفيدة للصحة.","حبة البركه عضوى 250جم زادنا are high-quality natural seeds, rich in nutrients and vitamins beneficial for health.",البذور,Seeds,0,0,12,12,0
332,6.53872E+11,بذور سمسم عضوي 250جم (زادنا),Zadna Organic Sesame Seeds 250g,"بذور سمسم عضوي 250جم (زادنا) من البذور الطبيعية عالية الجودة، غنية بالعناصر الغذائية والفيتامينات المفيدة للصحة.","Seeds سمسم عضوي 250جم زادنا are high-quality natural seeds, rich in nutrients and vitamins beneficial for health.",البذور,Seeds,0,0,12,12,0
333,1000193,كركم مطحون,Ground Turmeric,"كركم مطحون من التوابل الفاخرة، يضيف نكهة مميزة للأطعمة ويتميز بفوائده الصحية المتعددة.",Turmeric مطحون is a premium spice that adds distinctive flavor to foods and has multiple health benefits.,التوابل,Spices,0,0,2.75,2.75,0
334,1000194,كزبره مطحون,Ground Coriander,"كزبره مطحون من الأعشاب الطبيعية عالية الجودة، تستخدم في الطب الشعبي والتقليدي لفوائدها الصحية المتعددة.",كزبره مطحون is a high-quality natural herb used in traditional and folk medicine for its multiple health benefits.,الأعشاب الطبيعية,Natural Herbs,0,0,1.4,1.4,0
